 Count  Overhead File                    Line Function
     2         0 @Base/operators.jl       554 afoldl
     2         0 @Base/reduce.jl           86 BottomRF
     2         0 …ons/tensor_algebra.jl   158 #213
     2         0 …_tensor_operations.jl   113 contract(tensor1::NDTensors.Dense…
     2         0 …_tensor_operations.jl   188 contract!!
     2         0 …_tensor_operations.jl   219 contract!!
     2         0 …_tensor_operations.jl   131 _contract!!
     2         0 …_tensor_operations.jl   143 _contract!!(output_tensor::NDTens…
     2         0 …_tensor_operations.jl   165 contract!
     2         0 …oralgebra/contract.jl   213 contract!
     2         0 …oralgebra/contract.jl   230 _contract!(CT::NDTensors.DenseTen…
     2         0 …fPEPS/src/sampling.jl    33 generate_double_layer_envs(peps::…
     2         0 …fPEPS/src/sampling.jl    12 kwcall(::@NamedTuple{cutoff::Floa…
     2         0 …fPEPS/src/sampling.jl    16 generate_double_layer_env_row(pep…
     2         0 …fPEPS/src/sampling.jl    30 generate_double_layer_envs(peps::…
     2         0 …fPEPS/src/sampling.jl     1 kwcall(::@NamedTuple{cutoff::Floa…
     2         0 …fPEPS/src/sampling.jl     6 generate_double_layer_env_row(pep…
     2         0 …ITensorMPS/src/mpo.jl   814 contract
     2         0 …ITensorMPS/src/mpo.jl   815 contract(A::MPO, B::MPO; alg::Str…
     2         0 …ITensorMPS/src/mpo.jl   822 contract
     2         0 …PS/src/abstractmps.jl  1602 orthogonalize!
     3         0 …PEPS/src/Ok_and_Ek.jl    16 Ok_and_Ek(peps::PEPS, ham_op::Qua…
     3         0 …S/src/Environments.jl   116 get_all_horizontal_envs
     3         0 …S/src/Environments.jl   116 get_all_horizontal_envs(peps::PEP…
     3         0 …S/src/Environments.jl   119 get_all_horizontal_envs
     3         0 …S/src/Environments.jl   131 get_horizontal_envs!(peps::PEPS, …
     3         0 …uralfPEPS/src/PEPS.jl   325 get_projected
     3         0 @Base/generator.jl        48 iterate
     3         0 none                       ? #31
     3         0 …uralfPEPS/src/PEPS.jl   330 get_projected(peps::PEPS, Sij::In…
     3         1 …_tensor_operations.jl    91 contract(::Type{NDTensors.CanCont…
     3         0 …ITensorMPS/src/mpo.jl   742 contract(::NDTensors.BackendSelec…
     3         0 …trix_decomposition.jl   291 kwcall(::@NamedTuple{ishermitian:…
     3         2 …ensors/src/itensor.jl  1340 filter_inds_set_function(::Functi…
     4         0 …ons/tensor_algebra.jl     3 _contract(A::NDTensors.DenseTenso…
     4         0 …s/src/SimpleTraits.jl   332 contract
     4         0 …ITensorMPS/src/mpo.jl   614 contract
     4         0 …ibuted/Oks_and_Eks.jl    66 (::QuantumNaturalfPEPS.var"#Oks_a…
     4         0 …fPEPS/src/sampling.jl    40 update_double_layer_envs!
     5         0 …fPEPS/src/sampling.jl   138 get_sample(peps::PEPS; mode::Symb…
     5         0 …fPEPS/src/sampling.jl    55 get_ket(peps::PEPS, i::Int64, env…
     5         0 …ITensorMPS/src/mpo.jl   614 kwcall(::@NamedTuple{maxdim::Int6…
     5         0 …ons/tensor_algebra.jl    74 contract(A::ITensor, B::ITensor)
     5         1 …ons/tensor_algebra.jl     9 _contract(A::ITensor, B::ITensor)
     7         0 …PEPS/src/Ok_and_Ek.jl     7 Ok_and_Ek(peps::PEPS, ham_op::Qua…
     7         0 …fPEPS/src/sampling.jl   127 get_sample
     7         0 …ITensorMPS/src/mpo.jl   629 #contract#457
     9         0 …ITensorMPS/src/mpo.jl   691 contract
    14         0 …ibuted/Oks_and_Eks.jl    72 (::QuantumNaturalfPEPS.var"#Oks_a…
    14         0 …ibuted/Oks_and_Eks.jl    79 kwcall(::@NamedTuple{timer::Timer…
    14         0 …ibuted/Oks_and_Eks.jl    92 Oks_and_Eks_singlethread(peps::PE…
    14         0 …PEPS/src/Ok_and_Ek.jl     3 kwcall(::@NamedTuple{timer::Timer…
    18         0 …nt/NaturalGradient.jl    53 QuantumNaturalGradient.NaturalGra…
    18         0 …ibuted/Oks_and_Eks.jl    63 (::QuantumNaturalfPEPS.var"#Oks_a…
    19         0 …/src/evolve/evolve.jl   170 evolve(Oks_and_Eks_::QuantumNatur…
    19         0 …/src/evolve/evolve.jl   176 evolve!(state::QuantumNaturalGrad…
    19         0 …/src/evolve/evolve.jl   200 step!(o::QuantumNaturalGradient.O…
    19         0 …evolve/integrators.jl    38 kwcall(::@NamedTuple{sample_nr::I…
    19         0 …evolve/integrators.jl    44 (::QuantumNaturalGradient.Euler)(…
    19         0 …nt/NaturalGradient.jl   175 NaturalGradient_timeit_wrapper
    19         0 …nt/NaturalGradient.jl   177 NaturalGradient_timeit_wrapper(θ:…
    19         0 …nt/NaturalGradient.jl    52 kwcall(::@NamedTuple{sample_nr::I…
    20         0 …file_reference_cpu.jl   182 run_scenario(case::@NamedTuple{na…
    20         0 …/src/evolve/evolve.jl   119 kwcall(::@NamedTuple{integrator::…
    21         0 …file_reference_cpu.jl   299 main()
    21         0 …file_reference_cpu.jl   208 kwcall(::@NamedTuple{sample_nr::I…
    21         0 …file_reference_cpu.jl   237 run_profiled(factory::typeof(make…
    21         0 …rofile/src/Profile.jl    58 macro expansion
    21         0 …file_reference_cpu.jl   174 run_scenario
    22         0 @Base/client.jl          531 _start()
    22         0 @Base/client.jl          323 exec_options(opts::Base.JLOptions)
    22         0 @Base/Base.jl            557 include(mod::Module, _path::Strin…
    22         0 @Base/loading.jl        2794 _include(mapexpr::Function, mod::…
    22         0 @Base/loading.jl        2734 include_string(mapexpr::typeof(id…
    22         1 @Base/boot.jl            430 eval
Total snapshots: 24. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
